,PDB ID,Datablock Name,Chain ID,Ligand ID,Ligand Name,Ligand SMILES
1972,3B6K,3B6K,A,PLQ,"1,4-BENZOQUINONE",C1=CC(=O)C=CC1=O
1973,3B6K,3B6K,B,15P,POLYETHYLENE GLYCOL (N=34),COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO
1974,3B6M,3B6M,A,144,TRIS-HYDROXYMETHYL-METHYL-AMMONIUM,C[N+](CO)(CO)CO
1975,3B6M,3B6M,A,15P,POLYETHYLENE GLYCOL (N=34),COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO
1976,3B6M,3B6M,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
1977,3B6M,3B6M,B,144,TRIS-HYDROXYMETHYL-METHYL-AMMONIUM,C[N+](CO)(CO)CO
1978,3B6M,3B6M,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
1979,3B9O,3B9O,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
1980,3B9O,3B9O,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
1981,3BEM,3BEM,B,PGO,"S-1,2-PROPANEDIOL",C[C@@H](CO)O
1982,3BEM,3BEM,A,ACT,ACETATE ION,CC(=O)[O-]
1983,3BEM,3BEM,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
1984,3BEM,3BEM,A,MSE,SELENOMETHIONINE,C[Se]CC[C@@H](C(=O)O)N
1985,3BEM,3BEM,A,NI,NICKEL (II) ION,[Ni+2]
1986,3BEM,3BEM,A,PGO,"S-1,2-PROPANEDIOL",C[C@@H](CO)O
1987,3BEM,3BEM,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
1988,3BEM,3BEM,B,MSE,SELENOMETHIONINE,C[Se]CC[C@@H](C(=O)O)N
1989,3BM1,3BM1,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
1990,3BM1,3BM1,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
1991,3BNK,3BNK,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
1992,3BNK,3BNK,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
1993,3BW2,3BW2,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
1994,3BW2,3BW2,A,MPD,"(4S)-2-METHYL-2,4-PENTANEDIOL",C[C@@H](CC(C)(C)O)O
1995,3BW3,3BW3,A,MPD,"(4S)-2-METHYL-2,4-PENTANEDIOL",C[C@@H](CC(C)(C)O)O
1996,3BW3,3BW3,A,NIE,NITROETHANE,CC[N+](=O)[O-]
1997,3BW3,3BW3,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
1998,3BW4,3BW4,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
1999,3BW4,3BW4,A,MPD,"(4S)-2-METHYL-2,4-PENTANEDIOL",C[C@@H](CC(C)(C)O)O
2000,3C3N,3C3N,B,GOL,GLYCEROL,C(C(CO)O)O
2001,3C3N,3C3N,B,SO4,SULFATE ION,[O-]S(=O)(=O)[O-]
2002,3C3N,3C3N,C,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2003,3C3N,3C3N,C,GOL,GLYCEROL,C(C(CO)O)O
2004,3C3N,3C3N,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2005,3C3N,3C3N,C,SO4,SULFATE ION,[O-]S(=O)(=O)[O-]
2006,3C3N,3C3N,D,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2007,3C3N,3C3N,A,GOL,GLYCEROL,C(C(CO)O)O
2008,3C3N,3C3N,D,GOL,GLYCEROL,C(C(CO)O)O
2009,3C3N,3C3N,A,SO4,SULFATE ION,[O-]S(=O)(=O)[O-]
2010,3C3N,3C3N,D,SO4,SULFATE ION,[O-]S(=O)(=O)[O-]
2011,3C3N,3C3N,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2012,3C61,3C61,B,ORO,OROTIC ACID,C1=C(NC(=O)NC1=O)C(=O)O
2013,3C61,3C61,A,AZI,AZIDE ION,[N-]=[N+]=[N-]
2014,3C61,3C61,D,ORO,OROTIC ACID,C1=C(NC(=O)NC1=O)C(=O)O
2015,3C61,3C61,C,CL,CHLORIDE ION,[Cl-]
2016,3C61,3C61,A,CL,CHLORIDE ION,[Cl-]
2017,3C61,3C61,A,DTU,"(2R,3S)-1,4-DIMERCAPTOBUTANE-2,3-DIOL",C([C@H]([C@H](CS)O)O)S
2018,3C61,3C61,C,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2019,3C61,3C61,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2020,3C61,3C61,C,GOL,GLYCEROL,C(C(CO)O)O
2021,3C61,3C61,A,ORO,OROTIC ACID,C1=C(NC(=O)NC1=O)C(=O)O
2022,3C61,3C61,C,ORO,OROTIC ACID,C1=C(NC(=O)NC1=O)C(=O)O
2023,3C61,3C61,D,CL,CHLORIDE ION,[Cl-]
2024,3C61,3C61,B,CL,CHLORIDE ION,[Cl-]
2025,3C61,3C61,D,DTU,"(2R,3S)-1,4-DIMERCAPTOBUTANE-2,3-DIOL",C([C@H]([C@H](CS)O)O)S
2026,3C61,3C61,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2027,3C61,3C61,B,GOL,GLYCEROL,C(C(CO)O)O
2028,3C61,3C61,D,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2029,3CB0,3CB0,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2030,3CB0,3CB0,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2031,3CB0,3CB0,C,,,
2032,3CB0,3CB0,D,,,
2033,3CNE,3CNE,B,CA,CALCIUM ION,[Ca+2]
2034,3CNE,3CNE,D,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2035,3CNE,3CNE,D,MSE,SELENOMETHIONINE,C[Se]CC[C@@H](C(=O)O)N
2036,3CNE,3CNE,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2037,3CNE,3CNE,D,ZN,ZINC ION,[Zn+2]
2038,3CNE,3CNE,B,MSE,SELENOMETHIONINE,C[Se]CC[C@@H](C(=O)O)N
2039,3CNE,3CNE,B,ZN,ZINC ION,[Zn+2]
2040,3CNE,3CNE,C,CA,CALCIUM ION,[Ca+2]
2041,3CNE,3CNE,C,MSE,SELENOMETHIONINE,C[Se]CC[C@@H](C(=O)O)N
2042,3CNE,3CNE,A,CA,CALCIUM ION,[Ca+2]
2043,3CNE,3CNE,C,ZN,ZINC ION,[Zn+2]
2044,3CNE,3CNE,A,MSE,SELENOMETHIONINE,C[Se]CC[C@@H](C(=O)O)N
2045,3CNE,3CNE,A,ZN,ZINC ION,[Zn+2]
2046,3CNE,3CNE,D,CA,CALCIUM ION,[Ca+2]
2047,3DH7,3DH7,D,POP,PYROPHOSPHATE 2-,O[P@@](=O)([O-])O[P@@](=O)(O)[O-]
2048,3DH7,3DH7,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2049,3DH7,3DH7,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2050,3DH7,3DH7,B,POP,PYROPHOSPHATE 2-,O[P@@](=O)([O-])O[P@@](=O)(O)[O-]
2051,3DH7,3DH7,C,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2052,3DH7,3DH7,D,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2053,3E10,3E10,B,MSE,SELENOMETHIONINE,C[Se]CC[C@@H](C(=O)O)N
2054,3E10,3E10,A,EDO,"1,2-ETHANEDIOL",C(CO)O
2055,3E10,3E10,A,EPE,4-(2-HYDROXYETHYL)-1-PIPERAZINE ETHANESULFONIC ACID,C1CN(CCN1CCO)CCS(=O)(=O)O
2056,3E10,3E10,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2057,3E10,3E10,A,MSE,SELENOMETHIONINE,C[Se]CC[C@@H](C(=O)O)N
2058,3E10,3E10,B,EDO,"1,2-ETHANEDIOL",C(CO)O
2059,3E10,3E10,B,EPE,4-(2-HYDROXYETHYL)-1-PIPERAZINE ETHANESULFONIC ACID,C1CN(CCN1CCO)CCS(=O)(=O)O
2060,3E10,3E10,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2061,3E39,3E39,A,ACT,ACETATE ION,CC(=O)[O-]
2062,3E39,3E39,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2063,3E39,3E39,A,MSE,SELENOMETHIONINE,C[Se]CC[C@@H](C(=O)O)N
2064,3E39,3E39,B,ACT,ACETATE ION,CC(=O)[O-]
2065,3E39,3E39,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2066,3E39,3E39,B,MSE,SELENOMETHIONINE,C[Se]CC[C@@H](C(=O)O)N
2067,3E39,3E39,B,PGE,TRIETHYLENE GLYCOL,C(COCCOCCO)O
2068,3E4V,3E4V,B,MSE,SELENOMETHIONINE,C[Se]CC[C@@H](C(=O)O)N
2069,3E4V,3E4V,A,ACT,ACETATE ION,CC(=O)[O-]
2070,3E4V,3E4V,B,,SODIUM ION,[Na+]
2071,3E4V,3E4V,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2072,3E4V,3E4V,A,GOL,GLYCEROL,C(C(CO)O)O
2073,3E4V,3E4V,A,MSE,SELENOMETHIONINE,C[Se]CC[C@@H](C(=O)O)N
2074,3E4V,3E4V,A,,SODIUM ION,[Na+]
2075,3E4V,3E4V,A,PEG,DI(HYDROXYETHYL)ETHER,C(COCCO)O
2076,3E4V,3E4V,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2077,3E4V,3E4V,B,GOL,GLYCEROL,C(C(CO)O)O
2078,3EDO,3EDO,B,MSE,SELENOMETHIONINE,C[Se]CC[C@@H](C(=O)O)N
2079,3EDO,3EDO,B,MSO,SELENOMETHIONINE SELENOXIDE,C[Se@@](=O)CC[C@@H](C(=O)O)N
2080,3EDO,3EDO,A,EDO,"1,2-ETHANEDIOL",C(CO)O
2081,3EDO,3EDO,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2082,3EDO,3EDO,A,MSE,SELENOMETHIONINE,C[Se]CC[C@@H](C(=O)O)N
2083,3EDO,3EDO,A,MSO,SELENOMETHIONINE SELENOXIDE,C[Se@@](=O)CC[C@@H](C(=O)O)N
2084,3EDO,3EDO,B,EDO,"1,2-ETHANEDIOL",C(CO)O
2085,3EDO,3EDO,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2086,3EK3,3EK3,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2087,3EK3,3EK3,A,MPD,"(4S)-2-METHYL-2,4-PENTANEDIOL",C[C@@H](CC(C)(C)O)O
2088,3EK3,3EK3,A,MSE,SELENOMETHIONINE,C[Se]CC[C@@H](C(=O)O)N
2089,3EK3,3EK3,A,UNL,UNKNOWN LIGAND,
2090,3EO7,3EO7,A,CL,CHLORIDE ION,[Cl-]
2091,3EO7,3EO7,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2092,3EO7,3EO7,A,MSE,SELENOMETHIONINE,C[Se]CC[C@@H](C(=O)O)N
2093,3EO7,3EO7,A,PGR,"R-1,2-PROPANEDIOL",C[C@H](CO)O
2094,3EO7,3EO7,A,ACT,ACETATE ION,CC(=O)[O-]
2095,3EO7,3EO7,A,CA,CALCIUM ION,[Ca+2]
2096,3EO8,3EO8,C,CL,CHLORIDE ION,[Cl-]
2097,3EO8,3EO8,F,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2098,3EO8,3EO8,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2099,3EO8,3EO8,D,MSE,SELENOMETHIONINE,C[Se]CC[C@@H](C(=O)O)N
2100,3EO8,3EO8,E,ACT,ACETATE ION,CC(=O)[O-]
2101,3EO8,3EO8,C,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2102,3EO8,3EO8,F,GOL,GLYCEROL,C(C(CO)O)O
2103,3EO8,3EO8,A,MSE,SELENOMETHIONINE,C[Se]CC[C@@H](C(=O)O)N
2104,3EO8,3EO8,B,ACT,ACETATE ION,CC(=O)[O-]
2105,3EO8,3EO8,E,CL,CHLORIDE ION,[Cl-]
2106,3EO8,3EO8,C,GOL,GLYCEROL,C(C(CO)O)O
2107,3EO8,3EO8,F,MSE,SELENOMETHIONINE,C[Se]CC[C@@H](C(=O)O)N
2108,3EO8,3EO8,B,CL,CHLORIDE ION,[Cl-]
2109,3EO8,3EO8,E,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2110,3EO8,3EO8,C,MSE,SELENOMETHIONINE,C[Se]CC[C@@H](C(=O)O)N
2111,3EO8,3EO8,D,ACT,ACETATE ION,CC(=O)[O-]
2112,3EO8,3EO8,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2113,3EO8,3EO8,E,GOL,GLYCEROL,C(C(CO)O)O
2114,3EO8,3EO8,D,CL,CHLORIDE ION,[Cl-]
2115,3EO8,3EO8,B,GOL,GLYCEROL,C(C(CO)O)O
2116,3EO8,3EO8,E,MSE,SELENOMETHIONINE,C[Se]CC[C@@H](C(=O)O)N
2117,3EO8,3EO8,F,ACT,ACETATE ION,CC(=O)[O-]
2118,3EO8,3EO8,A,ACT,ACETATE ION,CC(=O)[O-]
2119,3EO8,3EO8,D,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2120,3EO8,3EO8,B,MSE,SELENOMETHIONINE,C[Se]CC[C@@H](C(=O)O)N
2121,3EO8,3EO8,C,ACT,ACETATE ION,CC(=O)[O-]
2122,3EO8,3EO8,F,CL,CHLORIDE ION,[Cl-]
2123,3EO8,3EO8,A,CL,CHLORIDE ION,[Cl-]
2124,3EO8,3EO8,D,GOL,GLYCEROL,C(C(CO)O)O
2125,3EOF,3EOF,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2126,3EOF,3EOF,A,MSE,SELENOMETHIONINE,C[Se]CC[C@@H](C(=O)O)N
2127,3EOF,3EOF,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2128,3EOF,3EOF,B,MSE,SELENOMETHIONINE,C[Se]CC[C@@H](C(=O)O)N
2129,3ES9,3ES9,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2130,3ES9,3ES9,A,NAP,NADP NICOTINAMIDE-ADENINE-DINUCLEOTIDE PHOSPHATE,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO[P@@](=O)([O-])O[P@](=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)OP(=O)(O)O)O)O)O)C(=O)N
2131,3ES9,3ES9,B,FAD,FLAVIN-ADENINE DINUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O
2132,3ES9,3ES9,B,NAP,NADP NICOTINAMIDE-ADENINE-DINUCLEOTIDE PHOSPHATE,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO[P@@](=O)([O-])O[P@](=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)OP(=O)(O)O)O)O)O)C(=O)N
2133,3ES9,3ES9,C,FAD,FLAVIN-ADENINE DINUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O
2134,3ES9,3ES9,A,FAD,FLAVIN-ADENINE DINUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O
2135,3ESX,3ESX,B,CL,CHLORIDE ION,[Cl-]
2136,3ESX,3ESX,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2137,3ESX,3ESX,A,CA,CALCIUM ION,[Ca+2]
2138,3ESX,3ESX,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2139,3ESX,3ESX,B,CA,CALCIUM ION,[Ca+2]
2140,3ESY,3ESY,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2141,3ESY,3ESY,A,GOL,GLYCEROL,C(C(CO)O)O
2142,3ESY,3ESY,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2143,3ESY,3ESY,C,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2144,3ESY,3ESY,D,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2145,3ESY,3ESY,D,GOL,GLYCEROL,C(C(CO)O)O
2146,3ESZ,3ESZ,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2147,3ESZ,3ESZ,A,MG,MAGNESIUM ION,[Mg+2]
2148,3ESZ,3ESZ,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2149,3ESZ,3ESZ,B,GOL,GLYCEROL,C(C(CO)O)O
2150,3ESZ,3ESZ,B,MG,MAGNESIUM ION,[Mg+2]
2151,3EYW,3EYW,A,ZN,ZINC ION,[Zn+2]
2152,3EYW,3EYW,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2153,3EYW,3EYW,B,NAD,NICOTINAMIDE-ADENINE-DINUCLEOTIDE,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO[P@@](=O)([O-])O[P@@](=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N
2154,3EYW,3EYW,B,ZN,ZINC ION,[Zn+2]
2155,3EYW,3EYW,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2156,3EYW,3EYW,A,MG,MAGNESIUM ION,[Mg+2]
2157,3EYW,3EYW,A,NAD,NICOTINAMIDE-ADENINE-DINUCLEOTIDE,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO[P@@](=O)([O-])O[P@@](=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N
2158,3F03,3F03,K,CL,CHLORIDE ION,[Cl-]
2159,3F03,3F03,K,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2160,3F03,3F03,K,IPA,ISOPROPYL ALCOHOL,CC(C)O
2161,3F03,3F03,K,NYH,1-NITROCYCLOHEXENE,C1CCC(=CC1)[N+](=O)[O-]
2162,3F1Q,3F1Q,A,ACY,ACETIC ACID,CC(=O)O
2163,3F1Q,3F1Q,A,BCE,(2Z)-N-BIPHENYL-4-YL-2-CYANO-3-HYDROXYBUT-2-ENAMIDE,C/C(=C(\C#N)/C(=O)Nc1ccc(cc1)c2ccccc2)/O
2164,3F1Q,3F1Q,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
2165,3F1Q,3F1Q,A,ORO,OROTIC ACID,C1=C(NC(=O)NC1=O)C(=O)O
2166,3F1Q,3F1Q,A,SO4,SULFATE ION,[O-]S(=O)(=O)[O-]
2167,3F2Q,3F2Q,X,K,POTASSIUM ION,[K+]
2168,3F2Q,3F2Q,X,MG,MAGNESIUM ION,[Mg+2]
